query,topIntent,conversationName,description,answer,enabled
Can I prepay the loan?,ANS.FAQs.personal.loan.prepai,FAQ: Can I prepay the loan?,,"Yes, you can partially or fully prepay the loan and incur a prepayment fee for the remaining amount of the loan in case of full repayment or for the amount subject of partial prepayment.",TRUE
How can I subscribe to Al Ahly Phone Cash wallet?,ANS.FAQs.alAhlyPhoneCash.subscrib,FAQ: How can I subscribe to AL Ahly PhoneCash? ,,"For NBE customers, you can subscribe by visiting the nearest NBE branch or through NBE website (through self-services/Phone Cash self-registration). 

Non-NBE customers can subscribe to Al Ahly PhoneCash via any NBE branch or e-branch.",TRUE
How can I subscribe to AL Ahly PhoneCash?,ANS.FAQs.alAhlyPhoneCash.subscrib,FAQ: How can I subscribe to AL Ahly PhoneCash? ,,"For NBE customers, you can subscribe by visiting the nearest NBE branch or through NBE website (through self-services/Phone Cash self-registration). 

Non-NBE customers can subscribe to Al Ahly PhoneCash via any NBE branch or e-branch.",TRUE
What are the documents required to subscribe to the service?,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,FAQ: What are the required documents for subscription? ,,"National ID copy and a mobile number that is registered under the customer's name at a mobile service provider in Egypt, noting that the customer's details registered at the said provider have to match the details mentioned in the customer's national ID used to apply for Al Ahly PhoneCash. ",TRUE
What are the required documents for subscription?,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,FAQ: What are the required documents for subscription? ,,"National ID copy and a mobile number that is registered under the customer's name at a mobile service provider in Egypt, noting that the customer's details registered at the said provider have to match the details mentioned in the customer's national ID used to apply for Al Ahly PhoneCash. ",TRUE
How many wallets can I subscribe to?,ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,FAQ: How many wallets can I subscribe to?,,The customer has the right to subscribe to 3 e-wallets using his national ID through 3 different mobile numbers. ,TRUE
How many wallets can I subscribe to?,ANS.FAQs.alAhlyPhoneCash.wallet.subscrib,FAQ: How many wallets can I subscribe to?,,The customer has the right to subscribe to 3 e-wallets using his national ID through 3 different mobile numbers. ,TRUE
How can I get the Al-Ahly Phone Cash service password for the first time?,ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,FAQ: How can I create Al Ahly PhoneCash password for the first time?,,"The customer shall download the application, click on activate account, provide the required information (name, registered mobile number and national ID number), an activation code will be automatically sent to activate the wallet, then the customer is required to create six number password. ",TRUE
How can I create Al Ahly PhoneCash password for the first time?,ANS.FAQs.alAhlyPhoneCash.creat.password.first.time,FAQ: How can I create Al Ahly PhoneCash password for the first time?,,"The customer shall download the application, click on activate account, provide the required information (name, registered mobile number and national ID number), an activation code will be automatically sent to activate the wallet, then the customer is required to create six number password. ",TRUE
How can I reset the password?,ANS.FAQs.alAhlyPhoneCash.reset.password,FAQ: How can I reset my password? ,,You can reset the password through NBE call center by calling 19623.,TRUE
How can I reset my password?,ANS.FAQs.alAhlyPhoneCash.reset.password,FAQ: How can I reset my password? ,,You can reset the password through NBE call center by calling 19623.,TRUE
How can I change the password?,ANS.FAQs.alAhlyPhoneCash.chang.password,FAQ: How can I change my password? ,,"Log into the mobile application main menu, click ""settings"", click ""change password"", enter the current wallet password and then enter the new password twice (for confirmation). ",TRUE
How can I change my password?,ANS.FAQs.alAhlyPhoneCash.chang.password,FAQ: How can I change my password? ,,"Log into the mobile application main menu, click ""settings"", click ""change password"", enter the current wallet password and then enter the new password twice (for confirmation). ",TRUE
What if I entered the wrong password more than once?,ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,FAQ: What if I entered a wrong password more than once?,,The service will be temporarily suspended until you contact the call center to cancel the suspension after verifying your data. ,TRUE
What if I entered a wrong password more than once?,ANS.FAQs.alAhlyPhoneCash.enter.wrong.password.onc,FAQ: What if I entered a wrong password more than once?,,The service will be temporarily suspended until you contact the call center to cancel the suspension after verifying your data. ,TRUE
What if I change my mobile phone number?,ANS.FAQs.alAhlyPhoneCash.chang.mobil.number,FAQ: What if I changed my mobile number? ,,"Withdraw the whole balance available on your mobile wallet, visit the nearest NBE branch to close the wallet, then re-apply for the service using the new phone number. 
In case you failed to withdraw the balance, visit the nearest NBE branch and fill in the service termination form and receive all the available balance.
",TRUE
What if I changed my mobile number?,ANS.FAQs.alAhlyPhoneCash.chang.mobil.number,FAQ: What if I changed my mobile number? ,,"Withdraw the whole balance available on your mobile wallet, visit the nearest NBE branch to close the wallet, then re-apply for the service using the new phone number. 
In case you failed to withdraw the balance, visit the nearest NBE branch and fill in the service termination form and receive all the available balance.
",TRUE
What if I change the mobile phone device?,ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,FAQ: What if I change my mobile phone device?,,"Download the PhoneCash application from the mobile store, enter the mobile number and wallet PIN, an activation code will be sent automatically to verify mobile number, then enter the activation code and the wallet will be activated. ",TRUE
What if I change my mobile phone device?,ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,FAQ: What if I change my mobile phone device?,,"Download the PhoneCash application from the mobile store, enter the mobile number and wallet PIN, an activation code will be sent automatically to verify mobile number, then enter the activation code and the wallet will be activated. ",TRUE
What if the mobile SIM card is stolen/lost?,ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,FAQ: What if the mobile SIM linked to the wallet is stolen/lost?,,Contact NBE call center on 19623 or visit the nearest NBE branch to suspend the service. ,TRUE
What if the mobile SIM linked to the wallet is stolen/lost?,ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,FAQ: What if the mobile SIM linked to the wallet is stolen/lost?,,Contact NBE call center on 19623 or visit the nearest NBE branch to suspend the service. ,TRUE
Is it possible to transfer any amounts to another client's wallet outside the Republic?,ANS.FAQs.alAhlyPhoneCash.transfer.amount.wallet.outsid.egypt,FAQ: Can I transfer any amounts to a wallet outside Egypt?,,No. Currently you cannot transfer amounts to customers outside Egypt. ,TRUE
Can I transfer any amounts to a wallet outside Egypt?,ANS.FAQs.alAhlyPhoneCash.transfer.amount.wallet.outsid.egypt,FAQ: Can I transfer any amounts to a wallet outside Egypt?,,No. Currently you cannot transfer amounts to customers outside Egypt. ,TRUE
How can I view the details of transactions made using the wallet?,ANS.FAQs.alAhlyPhoneCash.review.detail.transact.made.wallet,FAQ: How can I review the details of the transactions made via the wallet?,,"It is available to review the previous transactions made via the wallet from ""my transactions"" service on the mobile application. ",TRUE
How can I review the details of the transactions made via the wallet?,ANS.FAQs.alAhlyPhoneCash.review.detail.transact.made.wallet,FAQ: How can I review the details of the transactions made via the wallet?,,"It is available to review the previous transactions made via the wallet from ""my transactions"" service on the mobile application. ",TRUE
How can I link any card issued by the bank to the wallet?,ANS.FAQs.alAhlyPhoneCash.link.card.wallet,FAQ: How can I link any NBE card to the wallet? ,,"Click ""My wallet"" tab from the application, click ""My cards"", then click on the plus ""+"" icon and insert your NBE card details. ",TRUE
How can I link any NBE card to the wallet?,ANS.FAQs.alAhlyPhoneCash.link.card.wallet,FAQ: How can I link any NBE card to the wallet? ,,"Click ""My wallet"" tab from the application, click ""My cards"", then click on the plus ""+"" icon and insert your NBE card details. ",TRUE
How can I replace my card linked to AlAhli PhoneCash wallet due to loss or damage?,ANS.FAQs.alAhlyPhoneCash.replac.card.number.link.wallet.upon.replac.due.loss.damag,FAQ: How can I replace my NBE card number that is linked to the wallet upon the replacement of the card due to loss or damage? ,,"Open the mobile application, click ""My wallet"", then ""My cards"", select the replaced card, press remove, then press the plus ""+"" icon to insert the new card details. ",TRUE
How can I replace my NBE card number that is linked to the wallet upon the replacement of the card due to loss or damage?,ANS.FAQs.alAhlyPhoneCash.replac.card.number.link.wallet.upon.replac.due.loss.damag,FAQ: How can I replace my NBE card number that is linked to the wallet upon the replacement of the card due to loss or damage? ,,"Open the mobile application, click ""My wallet"", then ""My cards"", select the replaced card, press remove, then press the plus ""+"" icon to insert the new card details. ",TRUE
How is the wallet closed?,ANS.FAQs.alAhlyPhoneCash.close.wallet,FAQ: How can I close my wallet?,,"Withdraw all the available balance, then visit the nearest NBE branch.",TRUE
How can I close my wallet?,ANS.FAQs.alAhlyPhoneCash.close.wallet,FAQ: How can I close my wallet?,,"Withdraw all the available balance, then visit the nearest NBE branch.",TRUE
How can contracting visa machines,ANS.FAQs.pos.machin,FAQ: How can I get a POS machine?,,Call the hotline: 19823,TRUE
How can I get a POS machine?,ANS.FAQs.pos.machin,FAQ: How can I get a POS machine?,,Call the hotline: 19823,TRUE
What are the papers required to contract visa machines?,ANS.FAQs.pos.req.document,FAQ: What are the required documents for POS?,,Commercial register/ Tax card/ national ID copy of the authorized signatory. ,TRUE
What are the required documents for POS?,ANS.FAQs.pos.req.document,FAQ: What are the required documents for POS?,,Commercial register/ Tax card/ national ID copy of the authorized signatory. ,TRUE
What is the exact time to settle amounts on the machine,ANS.FAQs.pos.set.settlement.time,FAQ: What is the set settlement time for a POS?,,The second business day.,TRUE
What is the set settlement time for a POS?,ANS.FAQs.pos.set.settlement.time,FAQ: What is the set settlement time for a POS?,,The second business day.,TRUE
What are the contracting procedures?,ANS.FAQs.pos.contract.procedur,FAQ: What are the contracting procedures? ,,Opening a current account at any NBE branch.,TRUE
What are the contracting procedures?,ANS.FAQs.pos.contract.procedur,FAQ: What are the contracting procedures? ,,Opening a current account at any NBE branch.,TRUE
Is there a rental value for the machine?,ANS.FAQs.pos.rental.fee.machin,FAQ: Is there a rental fee for the POS machine?,,No. A commission shall be deducted from the sale transactions executed via the POS as agreed upon in the contract. ,TRUE
Is there a rental fee for the POS machine?,ANS.FAQs.pos.rental.fee.machin,FAQ: Is there a rental fee for the POS machine?,,No. A commission shall be deducted from the sale transactions executed via the POS as agreed upon in the contract. ,TRUE
What is the commission rate deducted from sales transactions?,ANS.FAQs.pos.commiss.deduct.sale.transact,FAQ: what is the commission deducted for sale transactions?,,Commission is determined as per the nature of the business activity. ,TRUE
what is the commission deducted for sale transactions?,ANS.FAQs.pos.commiss.deduct.sale.transact,FAQ: what is the commission deducted for sale transactions?,,Commission is determined as per the nature of the business activity. ,TRUE
Is it permissible to add the commission of the machine to the customer?,ANS.FAQs.pos.custom.charg.commiss,FAQ: Can customers be charged for the commission?,,The merchant incurs the transaction's commission as per the instructions of the international institutions.,TRUE
Can customers be charged for the commission?,ANS.FAQs.pos.custom.charg.commiss,FAQ: Can customers be charged for the commission?,,The merchant incurs the transaction's commission as per the instructions of the international institutions.,TRUE
How to review sales movements,ANS.FAQs.pos.transact.review,FAQ: How can transactions be reviewed?,,A statement of the daily transactions shall be sent to the merchant's approved e-mail at the day following the transaction date. ,TRUE
How can transactions be reviewed?,ANS.FAQs.pos.transact.review,FAQ: How can transactions be reviewed?,,A statement of the daily transactions shall be sent to the merchant's approved e-mail at the day following the transaction date. ,TRUE
What are the other features of the machine?,ANS.FAQs.pos.advantag.machin,FAQ: What are the other advantages of POS machines?,,Installments for NBE Credit Card holders- Discounts for NBE card holders- Cash withdrawal service according to business type (Hyper Market-  Gas stations). ,TRUE
What are the other advantages of POS machines?,ANS.FAQs.pos.advantag.machin,FAQ: What are the other advantages of POS machines?,,Installments for NBE Credit Card holders- Discounts for NBE card holders- Cash withdrawal service according to business type (Hyper Market-  Gas stations). ,TRUE
أفراد - Can the machine be linked to an individual account?,ANS.FAQs.pos.machin.link.ret.acc,FAQ: أفراد - Can a POS machine be linked to a retail account?,,No. A corporate current account shall be opened for business transactions. ,TRUE
Retail - Can a POS machine be linked to a retail account?,ANS.FAQs.pos.machin.link.ret.acc,FAQ: Retail - Can a POS machine be linked to a retail account?,,No. A corporate current account shall be opened for business transactions. ,TRUE
What is the time to complete the contracting process?,ANS.FAQs.pos.long.contract.procedur,FAQ: How long does the contracting procedure take? ,,Contracting is completed within 5 days from the account opening. ,TRUE
How long does the contracting procedure take?,ANS.FAQs.pos.long.contract.procedur,FAQ: How long does the contracting procedure take? ,,Contracting is completed within 5 days from the account opening. ,TRUE
What are the types of cards that work on the machine?,ANS.FAQs.pos.card.accept.machin,FAQ: What are the cards acceptable at POS machines? ,,All types of credit and debit cards. ,TRUE
What are the cards acceptable at POS machines?,ANS.FAQs.pos.card.accept.machin,FAQ: What are the cards acceptable at POS machines? ,,All types of credit and debit cards. ,TRUE
What is the maintenance time for the machines,ANS.FAQs.pos.period.req.mainten,FAQ: What is the period required for POS maintenance?,,24 hours inside Cairo - 72 hours outside Cairo.,TRUE
What is the period required for POS maintenance?,ANS.FAQs.pos.period.req.mainten,FAQ: What is the period required for POS maintenance?,,24 hours inside Cairo - 72 hours outside Cairo.,TRUE
أفراد - Can I change my user code?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.chang.user.id,FAQ: أفراد - Can I change my user ID?,,You may not change your user ID.,TRUE
Retail - Can I change my user ID?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.chang.user.id,FAQ: Retail - Can I change my user ID?,,You may not change your user ID.,TRUE
أفراد - How can I get the password for Al-Ahly Net / Al-Ahly Mobile service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.password.us,FAQ: أفراد - How can I get a password to use Al Ahly Net & NBE Mobile?  ,,"After subscribing to the service, a “Login Passcode will be sent to your mobile phone registered with the Bank to be used in creating your “Login Password”.",TRUE
Retail - How can I get a password to use Al Ahly Net & NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.password.us,FAQ: Retail - How can I get a password to use Al Ahly Net & NBE Mobile?  ,,"After subscribing to the service, a “Login Passcode will be sent to your mobile phone registered with the Bank to be used in creating your “Login Password”.",TRUE
أفراد - When can I use Al-Ahly Net service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.when.us,FAQ: أفراد - When can I use Al Ahly Net?,,Al Ahly Net is available 24/7.,TRUE
Retail - When can I use Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.when.us,FAQ: Retail - When can I use Al Ahly Net?,,Al Ahly Net is available 24/7.,TRUE
أفراد - Can I log in for the first time through the mobile banking application?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.first.time.app,FAQ: أفراد - Can I login for the first time via NBE Mobile application?,,"Yes, you can login for the first time via NBE Mobile application and create your “Login Password.",TRUE
Retail - Can I login for the first time via NBE Mobile application?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.first.time.app,FAQ: Retail - Can I login for the first time via NBE Mobile application?,,"Yes, you can login for the first time via NBE Mobile application and create your “Login Password.",TRUE
أفراد - Can I change the Login Password?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.password.chang,"FAQ: أفراد - Can the ""Login Password” be changed?",,"Yes, you can change the ""Login Password by clicking on “Change Password>Enter Old Password> New Password>Confirm New Password”.",TRUE
"Retail - Can the ""Login Password” be changed?",ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.password.chang,"FAQ: Retail - Can the ""Login Password” be changed?",,"Yes, you can change the ""Login Password by clicking on “Change Password>Enter Old Password> New Password>Confirm New Password”.",TRUE
أفراد - What happens if the login password is entered incorrectly?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.happen.incorrect.login.password.enter,FAQ: أفراد - What happens if an incorrect login password is entered?,,"In case of making 5 consecutive failed attempts to enter the login password, the User ID will be suspended. You should contact NBE’s Call Center at 19623 or visit the nearest branch to remove the suspension. ",TRUE
Retail - What happens if an incorrect login password is entered?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.happen.incorrect.login.password.enter,FAQ: Retail - What happens if an incorrect login password is entered?,,"In case of making 5 consecutive failed attempts to enter the login password, the User ID will be suspended. You should contact NBE’s Call Center at 19623 or visit the nearest branch to remove the suspension. ",TRUE
أفراد - Which of the browser services can be used?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.web.browser.us.access,FAQ: أفراد - Which web browser can be used to access Al Ahly Net?,,"Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",TRUE
Retail - Which web browser can be used to access Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.web.browser.us.access,FAQ: Retail - Which web browser can be used to access Al Ahly Net?,,"Supported browsers are Microsoft Edge, Firefox & Google Chrome. Please use the latest versions of these browsers to ensure that the system runs smoothly.",TRUE
أفراد - Is the security code application service available to individuals and companies?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.avail.ret.corp.custom,FAQ: أفراد - Is Soft Token App service available to both retail and corporate customers?,,"No, it is available only to NBE’s retail customers.",TRUE
Retail - Is Soft Token App service available to both retail and corporate customers?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.avail.ret.corp.custom,FAQ: Retail - Is Soft Token App service available to both retail and corporate customers?,,"No, it is available only to NBE’s retail customers.",TRUE
أفراد - How can I activate the security codes application to carry out transfers and financial transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.us.make.transfer.carri.transact,FAQ: أفراد - How can the soft token be used in making transfers and carrying out transactions?,,"Download the App via Google Play/ App Store, then log into Al Ahly Net/NBE Mobile>Soft Token Services>Soft Token App Services>Activate Soft Token>enter the OTP sent to your mobile phone number and email registered with the Bank, then Tick for acceptance of the “Terms & Conditions, scan the Cronto Image (QR code) or enter the activation code and password into the App.",TRUE
Retail - How can the soft token be used in making transfers and carrying out transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.us.make.transfer.carri.transact,FAQ: Retail - How can the soft token be used in making transfers and carrying out transactions?,,"Download the App via Google Play/ App Store, then log into Al Ahly Net/NBE Mobile>Soft Token Services>Soft Token App Services>Activate Soft Token>enter the OTP sent to your mobile phone number and email registered with the Bank, then Tick for acceptance of the “Terms & Conditions, scan the Cronto Image (QR code) or enter the activation code and password into the App.",TRUE
أفراد - Can I use the Security Tokens application and the Security Tokens device together to generate the variable PIN?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.hard.us.togeth.creat.otp,FAQ: أفراد - Can the soft token App and hard token be used together in creating an OTP?,,"Yes, the soft token and hard token for a retail customer User ID can be used together in case you have subscribed to both types of tokens.",TRUE
Retail - Can the soft token App and hard token be used together in creating an OTP?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.app.hard.us.togeth.creat.otp,FAQ: Retail - Can the soft token App and hard token be used together in creating an OTP?,,"Yes, the soft token and hard token for a retail customer User ID can be used together in case you have subscribed to both types of tokens.",TRUE
أفراد - Is it possible to enable the use of the fingerprint ID on the application of the security codes?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.fingerprint.activ.soft.token.app,FAQ: أفراد - Can fingerprint be activated on the soft token App?,,"Yes, fingerprint can be activated on the soft token App via Settings>Biometric Authentication>Enter App PIN code>Confirm using fingerprint.",TRUE
Retail - Can fingerprint be activated on the soft token App?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.fingerprint.activ.soft.token.app,FAQ: Retail - Can fingerprint be activated on the soft token App?,,"Yes, fingerprint can be activated on the soft token App via Settings>Biometric Authentication>Enter App PIN code>Confirm using fingerprint.",TRUE
أفراد - Is the security token service available to individuals and companies?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.avail.ret.corp.custom,FAQ: أفراد - Is Hard Token service available to both retail and corporate customers?,,"Yes, the service is available to both NBE's retail and corporate customers. ",TRUE
Retail - Is Hard Token service available to both retail and corporate customers?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.avail.ret.corp.custom,FAQ: Retail - Is Hard Token service available to both retail and corporate customers?,,"Yes, the service is available to both NBE's retail and corporate customers. ",TRUE
أفراد - How to obtain the security code device on Al-Ahly Net / Al-Ahly Mobile service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.obtain,FAQ: أفراد - How can a hard token be obtained for Al Ahly Net/NBE Mobile?,,You can receive a hard token from the nearest branch and activate it via Al Ahly Net/NBE Mobile or by contacting NBE's Call Center at 19623.,TRUE
Retail - How can a hard token be obtained for Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.obtain,FAQ: Retail - How can a hard token be obtained for Al Ahly Net/NBE Mobile?,,You can receive a hard token from the nearest branch and activate it via Al Ahly Net/NBE Mobile or by contacting NBE's Call Center at 19623.,TRUE
أفراد - How to set a PIN for the security code device on Al-Ahly Net / Al-Ahly Mobily service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.pin.code.assign.hard.token,FAQ: أفراد - How can a PIN code be assigned for the hard token for Al Ahly Net/NBE Mobile?,,Click “Ok then enter 4 digits. Re-enter the digits to confirm the PIN code.,TRUE
Retail - How can a PIN code be assigned for the hard token for Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.pin.code.assign.hard.token,FAQ: Retail - How can a PIN code be assigned for the hard token for Al Ahly Net/NBE Mobile?,,Click “Ok then enter 4 digits. Re-enter the digits to confirm the PIN code.,TRUE
أفراد - How is the OTP variable password generated through the security code device?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.on.time.password.otp.creat.hard.token,FAQ: أفراد - How can a one-time password (OTP) be created through the hard token?,,"Open the hard token by clicking “OK, enter the hard token 4-digit PIN code then click “1” to create an OTP to carry out transactions through the service.",TRUE
Retail - How can a one-time password (OTP) be created through the hard token?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.on.time.password.otp.creat.hard.token,FAQ: Retail - How can a one-time password (OTP) be created through the hard token?,,"Open the hard token by clicking “OK, enter the hard token 4-digit PIN code then click “1” to create an OTP to carry out transactions through the service.",TRUE
أفراد - What services are available for the security token machine?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.action.avail.hard.token,FAQ: أفراد - What are the actions available for the hard token?,,"You can activate, refresh and deactivate the hard token.",TRUE
Retail - What are the actions available for the hard token?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.action.avail.hard.token,FAQ: Retail - What are the actions available for the hard token?,,"You can activate, refresh and deactivate the hard token.",TRUE
أفراد - Is it possible to use the services of the security code device through Al-Ahly Net / Al-Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.us,FAQ: أفراد - Can the hard token services be used via Al Ahly Net/NBE Mobile?,,"Yes, you can use this service via Al Ahly Net/NBE Mobile.",TRUE
Retail - Can the hard token services be used via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.us,FAQ: Retail - Can the hard token services be used via Al Ahly Net/NBE Mobile?,,"Yes, you can use this service via Al Ahly Net/NBE Mobile.",TRUE
أفراد - How can I follow the financial transactions of the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.financi.transact.carri.acc,FAQ: أفراد - How can I track financial transactions carried out on the accounts?,,"Go to the menu>Current and Savings>Account Activity”>  choose “From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity”.",TRUE
Retail - How can I track financial transactions carried out on the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.financi.transact.carri.acc,FAQ: Retail - How can I track financial transactions carried out on the accounts?,,"Go to the menu>Current and Savings>Account Activity”>  choose “From” and “To” dates from the drop down menu, then click on “Apply”; or go to “Account Details” then click on “Account Activity”.",TRUE
أفراد - Can I print the financial transactions of the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.financi.transact.print,FAQ: أفراد - Can financial transactions be printed?,,"Yes, you can print and save a statement of the account activity in PDF format.",TRUE
Retail - Can financial transactions be printed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.financi.transact.print,FAQ: Retail - Can financial transactions be printed?,,"Yes, you can print and save a statement of the account activity in PDF format.",TRUE
أفراد - Is it possible to view account activity for debit transactions only or only for credit transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.credit.transact.view.separ,FAQ: أفراد - Can debit and credit transactions be viewed separately?,,"Yes, you can view debit transactions only or credit transactions only by choosing the transaction type from the drop down menu on the “Account Activity screen.",TRUE
Retail - Can debit and credit transactions be viewed separately?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.debit.credit.transact.view.separ,FAQ: Retail - Can debit and credit transactions be viewed separately?,,"Yes, you can view debit transactions only or credit transactions only by choosing the transaction type from the drop down menu on the “Account Activity screen.",TRUE
أفراد - Can I inquire about check details?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.chequ.inquir,FAQ: أفراد - Can the details of cheques be inquired about?,,"Yes, you can view the number, status and amount of the cheque. ",TRUE
Retail - Can the details of cheques be inquired about?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.chequ.inquir,FAQ: Retail - Can the details of cheques be inquired about?,,"Yes, you can view the number, status and amount of the cheque. ",TRUE
أفراد - How can I get details of paid checks?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.settl.chequ.obtain,FAQ: أفراد - How can the details of settled cheques be obtained?,,"Go to the menu “Accounts>Current & Savings>choose “Cheque Status Inquiry”, then identify the relevant account. ",TRUE
Retail - How can the details of settled cheques be obtained?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.settl.chequ.obtain,FAQ: Retail - How can the details of settled cheques be obtained?,,"Go to the menu “Accounts>Current & Savings>choose “Cheque Status Inquiry”, then identify the relevant account. ",TRUE
أفراد - Can I know the status of checks under collection?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.statu.chequ.collect.view,FAQ: أفراد - Can the status of cheques under collection be viewed?,,"Yes, you can view the status of cheques under collection deposited at the Bank (settled/rejected/under collection)",TRUE
Retail - Can the status of cheques under collection be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.statu.chequ.collect.view,FAQ: Retail - Can the status of cheques under collection be viewed?,,"Yes, you can view the status of cheques under collection deposited at the Bank (settled/rejected/under collection)",TRUE
أفراد - How can I follow up on my expenses through Al-Ahly Net / Al-Ahly Mobily service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.expens,FAQ: أفراد - Can I track my expenses via Al Ahly Net/NBE Mobile?,,You can track all your debit transactions and expenses via the personal financial management service which allows you to classify your transactions by type. You can go to this service through the menu and track your expenses for up to 90 days.,TRUE
Retail - Can I track my expenses via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.expens,FAQ: Retail - Can I track my expenses via Al Ahly Net/NBE Mobile?,,You can track all your debit transactions and expenses via the personal financial management service which allows you to classify your transactions by type. You can go to this service through the menu and track your expenses for up to 90 days.,TRUE
أفراد - Can I make a budget through Al-Ahly Net / Al-Ahly Mobile service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.creat.budget,FAQ: أفراد - Can I create a budget via Al Ahly Net/NBE Mobile?,,"Yes, you can create a budget for your transactions. Choose the category via the personal financial management service. You can create a one-month budget, a recurring budget or a budget for a specified period up to 3 years. You can monitor your budget through a graph. You can go to the service via the menu>Personal Financial Management>Budget>Create Budget.",TRUE
Retail - Can I create a budget via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.creat.budget,FAQ: Retail - Can I create a budget via Al Ahly Net/NBE Mobile?,,"Yes, you can create a budget for your transactions. Choose the category via the personal financial management service. You can create a one-month budget, a recurring budget or a budget for a specified period up to 3 years. You can monitor your budget through a graph. You can go to the service via the menu>Personal Financial Management>Budget>Create Budget.",TRUE
أفراد - Can I add new categories to classify my transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.add.new.categori.classif.transact,FAQ: أفراد - Can I add new categories for the classification of my transactions?,,"Yes, you can add up to 7 new categories and 9 sub-categories for each main category through Manage Budgets.",TRUE
Retail - Can I add new categories for the classification of my transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.add.new.categori.classif.transact,FAQ: Retail - Can I add new categories for the classification of my transactions?,,"Yes, you can add up to 7 new categories and 9 sub-categories for each main category through Manage Budgets.",TRUE
