query,topIntent,conversationName,description,answer,enabled,intentAnnotations,exampleDataAnnotations
Can a primary account be selected for carrying out financial transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.select.carri.financi.transact,FAQ: Can a primary account be selected for carrying out financial transactions?,,"Yes, you can select a favourite account to be the primary account for carrying out financial transactions by going to the menu>Personal Information and Settings>Primary Account Number",true,,
How can a PIN code be created for the hard token for Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.pin.code.creat.hard.token,FAQ: How can a PIN code be created for the hard token for Al Ahly Net/NBE Mobile?,,"Press ""OK"" then enter 4 digits. Re-enter the digits to confirm the PIN code, the word ""HELLO"" will be displayed.",true,,
How can a PIN code be created for the hard token for Al Ahly Net/NBE Mobile,ANS.FAQs.alAhlyNet.nbe.mobile.corp.pin.code.creat.hard.token,FAQ: How can a PIN code be created for the hard token for Al Ahly Net/NBE Mobile?,,"Press ""OK"" then enter 4 digits. Re-enter the digits to confirm the PIN code, the word ""HELLO"" will be displayed.",true,,
What are the required documents for subscription?,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,FAQ: What are the required documents for subscription?,,"National ID copy and a mobile number that is registered under the customer's name at a mobile service provider in Egypt, noting that the customer's details registered at the said provider have to match the details mentioned in the customer's national ID used to apply for Al Ahly PhoneCash.",true,,
What are the required documents for subscription,ANS.FAQs.alAhlyPhoneCash.req.document.subscript,FAQ: What are the required documents for subscription?,,"National ID copy and a mobile number that is registered under the customer's name at a mobile service provider in Egypt, noting that the customer's details registered at the said provider have to match the details mentioned in the customer's national ID used to apply for Al Ahly PhoneCash.",true,,
Is a transfer note sent to the payee,ANS.FAQs.alAhlyNet.nbe.mobile.corp.transfer.note.sent.paye,FAQ: Is a transfer note sent to the payee?,,"Yes, a transfer note is sent to the email address registered for the payee upon adding a payee or upon making a one-time transfer.",true,,
Is a transfer note sent to the payee?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.transfer.note.sent.paye,FAQ: Is a transfer note sent to the payee?,,"Yes, a transfer note is sent to the email address registered for the payee upon adding a payee or upon making a one-time transfer.",true,,
How much is the lost or damaged card replacement fee?,ANS.FAQs.corp.credit.cards.lost.damag.card.replac.fee,FAQ: How much is the lost or damaged card replacement fee?,,The lost or damaged card replacement fee is EGP 50.,true,,
How much is the lost or damaged card replacement fee,ANS.FAQs.corp.credit.cards.lost.damag.card.replac.fee,FAQ: How much is the lost or damaged card replacement fee?,,The lost or damaged card replacement fee is EGP 50.,true,,
What are the required documents for POS?,ANS.FAQs.pos.req.document,FAQ: What are the required documents for POS?,,Commercial register/ Tax card/ national ID copy of the authorized signatory.,true,,
What are the required documents for POS,ANS.FAQs.pos.req.document,FAQ: What are the required documents for POS?,,Commercial register/ Tax card/ national ID copy of the authorized signatory.,true,,
What is AL-AHLY Points program?,ANS.FAQs.alAhlyPoints.program,FAQ: What is AL-AHLY Points program?,,"AL-AHLY Points is NBE loyalty program that rewards its valued customers through earning points for every purchase transaction made on your NBE MasterCard and Visa Cards (credit, debit & prepaid) which can then be redeemed for E-vouchers that can be used at all our redemption network or travel all over the world, Mobile Top Up or Cash Rewards. 

Points are not earned for merchants' installment, Fawry, government payment transactions, and Phone Cash transactions made by NBE cards.",true,,
What is AL-AHLY Points program,ANS.FAQs.alAhlyPoints.program,FAQ: What is AL-AHLY Points program?,,"AL-AHLY Points is NBE loyalty program that rewards its valued customers through earning points for every purchase transaction made on your NBE MasterCard and Visa Cards (credit, debit & prepaid) which can then be redeemed for E-vouchers that can be used at all our redemption network or travel all over the world, Mobile Top Up or Cash Rewards. 

Points are not earned for merchants' installment, Fawry, government payment transactions, and Phone Cash transactions made by NBE cards.",true,,
How can I subscribe to the e-payment service for corporates,ANS.FAQs.alAhlyE-Shopping.subscrib.payment.corp,FAQ: How can I subscribe to the e-payment service for corporates?,,"The customer signs the subscription application, shows his/her national ID and submits the required documents to the nearest branch, noting that the merchant should have an account with the Bank if s/he wishes to conclude a contract directly with our Bank.",true,,
How can I subscribe to the e-payment service for corporates?,ANS.FAQs.alAhlyE-Shopping.subscrib.payment.corp,FAQ: How can I subscribe to the e-payment service for corporates?,,"The customer signs the subscription application, shows his/her national ID and submits the required documents to the nearest branch, noting that the merchant should have an account with the Bank if s/he wishes to conclude a contract directly with our Bank.",true,,
Can the details of executed standing instructions be viewed,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.execut.stand.instruct.view,FAQ: can the details of executed standing instructions be viewed?,,"Yes, you can view the number of both executed and unexecuted standing instructions.  �",true,,
Can the details of executed standing instructions be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.execut.stand.instruct.view,FAQ: can the details of executed standing instructions be viewed?,,"Yes, you can view the number of both executed and unexecuted standing instructions.  �",true,,
How can I make my credit card payments?,ANS.FAQs.credit.cards.ret.card.payment,FAQ: How can I make my credit card payments?,,"Al Ahly Net service.
Set up standing instructions to debit the minimum payment or total amount of outstanding balance to your accounts.
Payment through ATMs by obtaining NBE's debit card for current or savings accounts and linking it to your credit card.
Direct payment of credit card through deposit-enabled ATMs nationwide.
Payment through Fawry outlets nationwide.
Payment through NBE's branches nationwide.",true,,
How can I make my credit card payments,ANS.FAQs.credit.cards.ret.card.payment,FAQ: How can I make my credit card payments?,,"Al Ahly Net service.
Set up standing instructions to debit the minimum payment or total amount of outstanding balance to your accounts.
Payment through ATMs by obtaining NBE's debit card for current or savings accounts and linking it to your credit card.
Direct payment of credit card through deposit-enabled ATMs nationwide.
Payment through Fawry outlets nationwide.
Payment through NBE's branches nationwide.",true,,
How can I apply for a corporate debit card?,ANS.FAQs.corp.debit.cards.appli.corp.card,FAQ: How can I apply for a corporate debit card?,,Please visit the nearest NBE branch and fill in the corporate debit card application.,true,,
How can I apply for a corporate debit card,ANS.FAQs.corp.debit.cards.appli.corp.card,FAQ: How can I apply for a corporate debit card?,,Please visit the nearest NBE branch and fill in the corporate debit card application.,true,,
When can I use Al Ahly Net,ANS.FAQs.alAhlyNet.nbe.mobile.ret.when.us,FAQ: When can I use Al Ahly Net?,,Al Ahly Net is available 24/7.,true,,
When can I use Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.when.us,FAQ: When can I use Al Ahly Net?,,Al Ahly Net is available 24/7.,true,,
How much is the cash withdrawal fee from NBE's ATMs,ANS.FAQs.prepaid.cards.cash.withdraw.fee.atm,FAQ: How much is the cash withdrawal fee from NBE's ATMs?,,"""EGP 2 per transaction for (Visa/MasterCard) cards (free of charge till 30 June 2022)
Free of charge: for Meeza prepaid cards"".",true,,
How much is the cash withdrawal fee from NBE's ATMs?,ANS.FAQs.prepaid.cards.cash.withdraw.fee.atm,FAQ: How much is the cash withdrawal fee from NBE's ATMs?,,"""EGP 2 per transaction for (Visa/MasterCard) cards (free of charge till 30 June 2022)
Free of charge: for Meeza prepaid cards"".",true,,
Are bill payment and mobile recharge services enabled?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.bill.payment.recharg.enabl,FAQ: Are bill payment and mobile recharge services enabled?,,"Yes, you can use Fawry services via Al Ahly Net/NBE Mobile by clicking on �Payment Services� from the side menu.",true,,
Are bill payment and mobile recharge services enabled,ANS.FAQs.alAhlyNet.nbe.mobile.ret.bill.payment.recharg.enabl,FAQ: Are bill payment and mobile recharge services enabled?,,"Yes, you can use Fawry services via Al Ahly Net/NBE Mobile by clicking on �Payment Services� from the side menu.",true,,
What is the primary account assigned upon opening an investment account?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.assign.upon.open.invest.account,FAQ: what is the primary account assigned upon opening an investment account?,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,true,,
What is the primary account assigned upon opening an investment account,ANS.FAQs.alAhlyNet.nbe.mobile.ret.primari.acc.assign.upon.open.invest.account,FAQ: what is the primary account assigned upon opening an investment account?,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,true,,
Can all types of deposits/certificates in different currencies be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.type.deposit.cert.differ.currenc.view,FAQ: Can all types of deposits/certificates in different currencies be viewed?,,"Yes, log in and click on ""Accounts"" from the main menu, select "" Certificates/Deposits"" then click on ""Certificates/Deposits Details"".",true,,
Can all types of deposits/certificates in different currencies be viewed,ANS.FAQs.alAhlyNet.nbe.mobile.corp.type.deposit.cert.differ.currenc.view,FAQ: Can all types of deposits/certificates in different currencies be viewed?,,"Yes, log in and click on ""Accounts"" from the main menu, select "" Certificates/Deposits"" then click on ""Certificates/Deposits Details"".",true,,
What is the card maximum daily purchase limit,ANS.FAQs.corp.debit.cards.card.max.daili.purchas.limit,FAQ: What is the card maximum daily purchase limit?,,The maximum daily purchase limit is EGP 1 mn.,true,,
What is the card maximum daily purchase limit?,ANS.FAQs.corp.debit.cards.card.max.daili.purchas.limit,FAQ: What is the card maximum daily purchase limit?,,The maximum daily purchase limit is EGP 1 mn.,true,,
How can a hard token be obtained for Al Ahly Net/NBE Mobile,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.obtain,FAQ: how can a hard token be obtained for Al Ahly Net/NBE Mobile?,,You can receive a hard token from the nearest branch and activate it via Al Ahly Net/NBE Mobile or by contacting NBE's Call Center at 19623.,true,,
How can a hard token be obtained for Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.hard.token.obtain,FAQ: how can a hard token be obtained for Al Ahly Net/NBE Mobile?,,You can receive a hard token from the nearest branch and activate it via Al Ahly Net/NBE Mobile or by contacting NBE's Call Center at 19623.,true,,
Can foreigners open accounts,ANS.FAQs.acc.cert.saving.pools.foreign.open.acc,FAQ: Can foreigners open accounts?,,"Yes, foreigners can open accounts.",true,,
Can foreigners open accounts?,ANS.FAQs.acc.cert.saving.pools.foreign.open.acc,FAQ: Can foreigners open accounts?,,"Yes, foreigners can open accounts.",true,,
What are the services available via Al Ahly Net/ NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.avail,FAQ:  What are the services available via Al Ahly Net/ NBE Mobile?,,"o	Inquire about accounts, certificates, deposits, loans and mutual fund certificates. 
o	Inquire about letters of guarantee, marine letters of guarantees, documentary collections and shipping bills.
o	Transfers (internal/domestic transfers).
o	Purchase and redeem deposits and certificates and amend their maturity instructions. 
o	Purchase and redeem mutual fund certificates. 
o	Fawry payment services.
o	Transfer funds to e-wallets. 
o	Donations. 
o	Other services (Click here to show all Al Ahly Net-Corporate services via our website)",true,,
What are the services available via Al Ahly Net/ NBE Mobile,ANS.FAQs.alAhlyNet.nbe.mobile.corp.avail,FAQ:  What are the services available via Al Ahly Net/ NBE Mobile?,,"o	Inquire about accounts, certificates, deposits, loans and mutual fund certificates. 
o	Inquire about letters of guarantee, marine letters of guarantees, documentary collections and shipping bills.
o	Transfers (internal/domestic transfers).
o	Purchase and redeem deposits and certificates and amend their maturity instructions. 
o	Purchase and redeem mutual fund certificates. 
o	Fawry payment services.
o	Transfer funds to e-wallets. 
o	Donations. 
o	Other services (Click here to show all Al Ahly Net-Corporate services via our website)",true,,
How is the interest rate calculated?,ANS.FAQs.personal.loan.interest.rate.calcul,FAQ: How is the interest rate calculated?,,The interest rate is calculated as per the rates declared by the Bank at the time of applying for your loan. The interest rate is fixed throughout the loan tenor.,true,,
How is the interest rate calculated,ANS.FAQs.personal.loan.interest.rate.calcul,FAQ: How is the interest rate calculated?,,The interest rate is calculated as per the rates declared by the Bank at the time of applying for your loan. The interest rate is fixed throughout the loan tenor.,true,,
Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.submit.score.credit.report.request,FAQ: Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,,You can now submit an I-Score credit report request via Al Ahly Net/NBE Mobile to receive the report directly and save it in PDF format.,true,,
Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile,ANS.FAQs.alAhlyNet.nbe.mobile.ret.submit.score.credit.report.request,FAQ: Can I submit an I-Score credit report request via Al Ahly Net/NBE Mobile?,,You can now submit an I-Score credit report request via Al Ahly Net/NBE Mobile to receive the report directly and save it in PDF format.,true,,
Can the details of the different types of mutual funds be viewed,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.differ.type.mutual.fund.view,FAQ: can the details of the different types of mutual funds be viewed?,,"Yes, log in and select �Mutual Funds� from the menu, then click on �Investment Details� to view all details.",true,,
Can the details of the different types of mutual funds be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.differ.type.mutual.fund.view,FAQ: can the details of the different types of mutual funds be viewed?,,"Yes, log in and select �Mutual Funds� from the menu, then click on �Investment Details� to view all details.",true,,
Can fingerprint be activated on the soft token App,ANS.FAQs.alAhlyNet.nbe.mobile.ret.fingerprint.activ.soft.token.app,FAQ: Can fingerprint be activated on the soft token App?,,"Yes, fingerprint can be activated on the soft token App via Settings>Biometric Authentication>Enter App PIN code>Confirm using fingerprint.",true,,
Can fingerprint be activated on the soft token App?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.fingerprint.activ.soft.token.app,FAQ: Can fingerprint be activated on the soft token App?,,"Yes, fingerprint can be activated on the soft token App via Settings>Biometric Authentication>Enter App PIN code>Confirm using fingerprint.",true,,
How do I enroll into AL-AHLY Points reward program?,ANS.FAQs.alAhlyPoints.enrol.reward.program,FAQ: How do I enroll into AL-AHLY Points reward program?,,"Enrollment into AL-AHLY Points Program is automatic, once the customer activates his NBE MasterCard & Visa Cards (credit, debit & prepaid).",true,,
How do I enroll into AL-AHLY Points reward program,ANS.FAQs.alAhlyPoints.enrol.reward.program,FAQ: How do I enroll into AL-AHLY Points reward program?,,"Enrollment into AL-AHLY Points Program is automatic, once the customer activates his NBE MasterCard & Visa Cards (credit, debit & prepaid).",true,,
Who is eligible for prepaid cards?,ANS.FAQs.prepaid.cards.elig,FAQ: Who is eligible for prepaid cards?,,Applicants starting from 16 years old are eligible for credit cards.,true,,
Who is eligible for prepaid cards,ANS.FAQs.prepaid.cards.elig,FAQ: Who is eligible for prepaid cards?,,Applicants starting from 16 years old are eligible for credit cards.,true,,
How can I keep track of my AL-AHLY Points balance?,ANS.FAQs.alAhlyPoints.keep.track.balanc,FAQ: How can I keep track of my AL-AHLY Points balance?,,AL-AHLY Points balance can be found either when you log on to the rewards website www.alahlypoints.com or by calling our call center on 19623.,true,,
How can I keep track of my AL-AHLY Points balance,ANS.FAQs.alAhlyPoints.keep.track.balanc,FAQ: How can I keep track of my AL-AHLY Points balance?,,AL-AHLY Points balance can be found either when you log on to the rewards website www.alahlypoints.com or by calling our call center on 19623.,true,,
Advantages of Al Ahly Payroll Current Account Program,ANS.FAQs.al.ahly.payroll.current.acc.program.advantag.acc,FAQ: Advantages of Al Ahly Payroll Current Account Program,,"1- Receive and make transfers
2- Issue debit card 
3- Internet banking services
4- Enjoy a full package of banking products and services offered by NBE:
(Personal loans - auto loans - credit cards - certificates & deposits - etc.)",true,,
Advantages of Al Ahly Payroll Current Account Progra,ANS.FAQs.al.ahly.payroll.current.acc.program.advantag.acc,FAQ: Advantages of Al Ahly Payroll Current Account Program,,"1- Receive and make transfers
2- Issue debit card 
3- Internet banking services
4- Enjoy a full package of banking products and services offered by NBE:
(Personal loans - auto loans - credit cards - certificates & deposits - etc.)",true,,
Can I choose the branch of the new sub-account,ANS.FAQs.alAhlyNet.nbe.mobile.ret.choos.branch.new.sub.acc,FAQ: Can I choose the branch of the new sub-account?,,"Yes, you can choose the branch and governorate.",true,,
Can I choose the branch of the new sub-account?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.choos.branch.new.sub.acc,FAQ: Can I choose the branch of the new sub-account?,,"Yes, you can choose the branch and governorate.",true,,
What if I change my mobile phone device?,ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,FAQ: What if I change my mobile phone device?,,"Download the PhoneCash application from the mobile store, enter the mobile number and wallet PIN, an activation code will be sent automatically to verify mobile number, then enter the activation code and the wallet will be activated.",true,,
What if I change my mobile phone device,ANS.FAQs.alAhlyPhoneCash.chang.mobil.phone.devic,FAQ: What if I change my mobile phone device?,,"Download the PhoneCash application from the mobile store, enter the mobile number and wallet PIN, an activation code will be sent automatically to verify mobile number, then enter the activation code and the wallet will be activated.",true,,
How much is the card issuance fee?,ANS.FAQs.corp.credit.cards.card.issuanc.fee,FAQ: How much is the card issuance fee?,,The card issuance fee is EGP 250.,true,,
How much is the card issuance fee,ANS.FAQs.corp.credit.cards.card.issuanc.fee,FAQ: How much is the card issuance fee?,,The card issuance fee is EGP 250.,true,,
Can I view the details of NBE credit cards via Al Ahly Net,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.detail.credit.card,FAQ: Can I view the details of NBE credit cards via Al Ahly Net?,,"Yes. Using the cards services, you can do the following:  
�	Obtain a credit card summary including: Current balance, available limit and payment due date details 
�	Download monthly statements of account. 
�	Make credit card payments. 
�	Inquire about suspended amounts. 
�	Inquire about transactions during the current month.",true,,
Can I view the details of NBE credit cards via Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.view.detail.credit.card,FAQ: Can I view the details of NBE credit cards via Al Ahly Net?,,"Yes. Using the cards services, you can do the following:  
�	Obtain a credit card summary including: Current balance, available limit and payment due date details 
�	Download monthly statements of account. 
�	Make credit card payments. 
�	Inquire about suspended amounts. 
�	Inquire about transactions during the current month.",true,,
How much is the cash withdrawal fee from ATMs of other local banks?,ANS.FAQs.corp.debit.cards.cash.withdraw.fee.atm.local.bank,FAQ: How much is the cash withdrawal fee from ATMs of other local banks?,,EGP 10 per transaction (free of charge till 30 June 2022).,true,,
How much is the cash withdrawal fee from ATMs of other local banks,ANS.FAQs.corp.debit.cards.cash.withdraw.fee.atm.local.bank,FAQ: How much is the cash withdrawal fee from ATMs of other local banks?,,EGP 10 per transaction (free of charge till 30 June 2022).,true,,
Can I login for the first time via NBE Mobile application?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.first.time.app,FAQ: Can I login for the first time via NBE Mobile application?,,"Yes, you can login for the first time via NBE Mobile application and create your �Login Password�.",true,,
Can I login for the first time via NBE Mobile application,ANS.FAQs.alAhlyNet.nbe.mobile.ret.login.first.time.app,FAQ: Can I login for the first time via NBE Mobile application?,,"Yes, you can login for the first time via NBE Mobile application and create your �Login Password�.",true,,
How can I track financial transactions carried out on the accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.financi.transact.carri.acc,FAQ: How can I track financial transactions carried out on the accounts?,,"Go to the menu>Current and Savings>�Account Activity�>  choose �From� and �To� dates from the drop down menu, then click on �Apply�; or go to �Account Details� then click on �Account Activity�.",true,,
How can I track financial transactions carried out on the accounts,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.financi.transact.carri.acc,FAQ: How can I track financial transactions carried out on the accounts?,,"Go to the menu>Current and Savings>�Account Activity�>  choose �From� and �To� dates from the drop down menu, then click on �Apply�; or go to �Account Details� then click on �Account Activity�.",true,,
What is the current exchange rate for AUD to USD?,NBE.Core.OtherServices,Other Services,,,true,,
What is the current interest rate on a fixed deposit?,NBE.Core.OtherServices,Other Services,,,true,,
How much is 100 EUR in USD?,NBE.Core.OtherServices,Other Services,,,true,,
Can you tell me more about Mutual Funds?,NBE.Core.OtherServices,Other Services,,,true,,
How much is 5000 INR in USD?,NBE.Core.OtherServices,Other Services,,,true,,
How much would I save on interest by making extra payments on my loan?,NBE.Core.OtherServices,Other Services,,,true,,
How much should I pay each month to pay off my loan in three years?,NBE.Core.OtherServices,Other Services,,,true,,
other services,NBE.Core.OtherServices,Other Services,,,true,,
Can you help me calculate the term of my loan?,NBE.Core.OtherServices,Other Services,,,true,,
show me other services,NBE.Core.OtherServices,Other Services,,,true,,
"What will be my monthly payout if I invest $50,000 in a recurring deposit for 2 years?",NBE.Core.OtherServices,Other Services,,,true,,
What are the benefits of investing in Mutual Funds?,NBE.Core.OtherServices,Other Services,,,true,,
Estimate the interest earned on your savings,NBE.Core.OtherServices,Other Services,,,true,,
What is the current exchange rate for GBP to USD?,NBE.Core.OtherServices,Other Services,,,true,,
"How much would I pay in interest on a $25,000 loan?",NBE.Core.OtherServices,Other Services,,,true,,
what other services available,NBE.Core.OtherServices,Other Services,,,true,,
How much will I earn on my deposit?,NBE.Core.OtherServices,Other Services,,,true,,
Calculate my loan payments,NBE.Core.OtherServices,Other Services,,,true,,
What is the conversion rate for CNY to USD?,NBE.Core.OtherServices,Other Services,,,true,,
Can you calculate the maturity value of a fixed deposit of $10000 for 3 years?,NBE.Core.OtherServices,Other Services,,,true,,
What's the EMI for a loan of $5000 over 5 years?,NBE.Core.OtherServices,Other Services,,,true,,
What is the interest rate for my deposit?,NBE.Core.OtherServices,Other Services,,,true,,
What is the exchange rate for USD to EUR?,NBE.Core.OtherServices,Other Services,,,true,,
What is the minimum investment amount for Mutual Funds?,NBE.Core.OtherServices,Other Services,,,true,,
Can you convert 50 CAD to USD for me?,NBE.Core.OtherServices,Other Services,,,true,,
"Can you tell me how much I will save in taxes if I invest $10,000 in a tax-saving fixed deposit?",NBE.Core.OtherServices,Other Services,,,true,,
"What would my monthly payments be for a $10,000 loan?",NBE.Core.OtherServices,Other Services,,,true,,
available other services,NBE.Core.OtherServices,Other Services,,,true,,
"Can you calculate the interest earned on a savings account with a balance of $10,000 and interest rate of 4%?",NBE.Core.OtherServices,Other Services,,,true,,
Can I invest in Mutual Funds through your bank?,NBE.Core.OtherServices,Other Services,,,true,,
How much can I borrow with my income and expenses?,NBE.Core.OtherServices,Other Services,,,true,,
How do Mutual Funds work?,NBE.Core.OtherServices,Other Services,,,true,,
Can you help me calculate the APR for my loan?,NBE.Core.OtherServices,Other Services,,,true,,
Calculate how much your savings can grow over time,NBE.Core.OtherServices,Other Services,,,true,,
Determine the impact of compounding on your deposit,NBE.Core.OtherServices,Other Services,,,true,,
Are there any fees or charges for investing in Mutual Funds?,NBE.Core.OtherServices,Other Services,,,true,,
What will be my account balance at maturity?,NBE.Core.OtherServices,Other Services,,,true,,
How much is 1 BTC in USD?,NBE.Core.OtherServices,Other Services,,,true,,
Can you recommend a Mutual Fund for me?,NBE.Core.OtherServices,Other Services,,,true,,
Which Mutual Funds do you offer?,NBE.Core.OtherServices,Other Services,,,true,,
"What's the total cost of borrowing for a $50,000 loan?",NBE.Core.OtherServices,Other Services,,,true,,
Convert 100 USD to JPY.,NBE.Core.OtherServices,Other Services,,,true,,
Can you convert 100 USD to Mexican Pesos?,NBE.Core.OtherServices,Other Services,,,true,,
How do I track the performance of my Mutual Fund investments?,NBE.Core.OtherServices,Other Services,,,true,,
How do I buy and sell Mutual Funds?,NBE.Core.OtherServices,Other Services,,,true,,
Calculate the minimum deposit required to earn a specific interest rate,NBE.Core.OtherServices,Other Services,,,true,,
I want to compare different loan options. Can you show me the differences in monthly payments and total cost?,NBE.Core.OtherServices,Other Services,,,true,,
Can a corporate customer use a soft token?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.corp.custom.us.soft.token,FAQ:  Can a corporate customer use a soft token?,,Not available. Corporate customers can only obtain a hard token from the nearest NBE branch.,true,,
Can a corporate customer use a soft token,ANS.FAQs.alAhlyNet.nbe.mobile.corp.corp.custom.us.soft.token,FAQ:  Can a corporate customer use a soft token?,,Not available. Corporate customers can only obtain a hard token from the nearest NBE branch.,true,,
Can the status of cheques under collection be viewed,ANS.FAQs.alAhlyNet.nbe.mobile.ret.statu.chequ.collect.view,FAQ: can the status of cheques under collection be viewed?,,"Yes, you can view the status of cheques under collection deposited at the Bank (settled/rejected/under collection)",true,,
Can the status of cheques under collection be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.statu.chequ.collect.view,FAQ: can the status of cheques under collection be viewed?,,"Yes, you can view the status of cheques under collection deposited at the Bank (settled/rejected/under collection)",true,,
How can the details of loan accounts be viewed,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.loan.acc.view,FAQ: How can the details of loan accounts be viewed?,,You can inquire about loan details by going to the menu>Accounts>Loans and Finances>Loan Details.,true,,
How can the details of loan accounts be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.loan.acc.view,FAQ: How can the details of loan accounts be viewed?,,You can inquire about loan details by going to the menu>Accounts>Loans and Finances>Loan Details.,true,,
What are the actions available for the hard token,ANS.FAQs.alAhlyNet.nbe.mobile.corp.action.avail.hard.token,FAQ: What are the actions available for the hard token?,,"You can activate, refresh or deactivate the hard token.",true,,
What are the actions available for the hard token?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.action.avail.hard.token,FAQ: What are the actions available for the hard token?,,"You can activate, refresh or deactivate the hard token.",true,,
Is an SMS notification sent when the prepaid card is used?,ANS.FAQs.prepaid.cards.sm.notif.sent.when.card.us,FAQ: Is an SMS notification sent when the prepaid card is used?,,An SMS notification is sent when the card is used in cash withdrawal or purchases or when a foreign remittance is received.,true,,
Is an SMS notification sent when the prepaid card is used,ANS.FAQs.prepaid.cards.sm.notif.sent.when.card.us,FAQ: Is an SMS notification sent when the prepaid card is used?,,An SMS notification is sent when the card is used in cash withdrawal or purchases or when a foreign remittance is received.,true,,
"I have just joined my company, is there a minimum period of service to apply for a Personal Loan?",ANS.FAQs.personal.loan.just.join.compani.min.period.appli,"FAQ: I have just joined my company, is there a minimum period of service to apply for a Personal Loan?",,"Yes, for permanent employees, a minimum of 3 months for loans with salary/installment transfer, and 6 months for loans without salary transfer.",true,,
"I have just joined my company, is there a minimum period of service to apply for a Personal Loan",ANS.FAQs.personal.loan.just.join.compani.min.period.appli,"FAQ: I have just joined my company, is there a minimum period of service to apply for a Personal Loan?",,"Yes, for permanent employees, a minimum of 3 months for loans with salary/installment transfer, and 6 months for loans without salary transfer.",true,,
How can the soft token be used in making transfers and carrying out transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.us.make.transfer.carri.transact,FAQ: How can the soft token be used in making transfers and carrying out transactions?,,"Download the App via Google Play/ App Store, then log into Al Ahly Net/NBE Mobile>Soft Token Services>Soft Token App Services>Activate Soft Token>enter the OTP sent to your mobile phone number and email registered with the Bank, then Tick for acceptance of the �Terms & Conditions�, scan the Cronto Image (QR code) or enter the activation code and password into the App.",true,,
How can the soft token be used in making transfers and carrying out transactions,ANS.FAQs.alAhlyNet.nbe.mobile.ret.soft.token.us.make.transfer.carri.transact,FAQ: How can the soft token be used in making transfers and carrying out transactions?,,"Download the App via Google Play/ App Store, then log into Al Ahly Net/NBE Mobile>Soft Token Services>Soft Token App Services>Activate Soft Token>enter the OTP sent to your mobile phone number and email registered with the Bank, then Tick for acceptance of the �Terms & Conditions�, scan the Cronto Image (QR code) or enter the activation code and password into the App.",true,,
What if the mobile SIM linked to the wallet is stolen/lost?,ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,FAQ: What if the mobile SIM linked to the wallet is stolen/lost?,,Contact NBE call center on 19623 or visit the nearest NBE branch to suspend the service.,true,,
What if the mobile SIM linked to the wallet is stolen/lost,ANS.FAQs.alAhlyPhoneCash.mobil.sim.link.wallet.stolen.lost,FAQ: What if the mobile SIM linked to the wallet is stolen/lost?,,Contact NBE call center on 19623 or visit the nearest NBE branch to suspend the service.,true,,
Can I set up installment payments for purchases from a non-NBE merchant?,ANS.FAQs.corp.credit.cards.set.instal.payment.purchas.non.merchant,FAQ: Can I set up installment payments for purchases from a non-NBE merchant?,,Purchases can be paid in installments after contacting the customer service to apply for Loan-on-Phone service.,true,,
